keyword,nDCG@5,Precision@5,Recall@5,MRR
radio wave reception,0.03125,0.0125,0.0625,0.0208333125
transmission,0,0,0,0.008333375
transmission wave,0.03125,0.00625,0.03125,0.03125
transmission wave reception,0.03125,0.0125,0.0625,0.0208333125
transmission wave,0.03125,0.0125,0.0625,0.0208333125
ultrasonic wave transmission,0,0,0,0.008333375
adjustment system,0,0,0,0.008333375
back adjustability,0.03125,0.00625,0.03125,0.03125
back adjustment,0,0,0,0.01105075
back adjustments,0.03125,0.0125,0.0625,0.0208333125
back bracket adjustment,0.03125,0.0125,0.03125,0.03125
back inspection,0.03125,0.0125,0.0625,0.0208333125
back looking inspection,0,0,0,0.008333375
back movement,0,0,0,0.00757575
back movement adjustment,0.03320682914,0.01052631579,0.02631578947,0.02631578947
back relative adjustment,0.02576465267,0.01212121212,0.02651515152,0.03181818182
back relative movement,0,0,0,0.010101
back viewing,0,0,0,0.010101
back visual inspection,0,0,0,0.01565655556
back visual viewing,0,0,0,0.010101
back yard,0.03,0.006,0.025,0.02704576699
block adjustment,0.01470588235,0.005882352941,0.02941176471,0.01492867647
door for convertible,0.0307722595,0.007547169811,0.03773584906,0.02830188679
fittings,0.03076923077,0.006153846154,0.03076923077,0.03076923077
front adjustment,0.03571428571,0.01428571429,0.07142857143,0.01785714286
handle adjustment,0.03076261129,0.01428571429,0.07142857143,0.01785714286
latch system,0.03076261129,0.01428571429,0.07142857143,0.01785714286
moveable barrier,0.03076261129,0.01428571429,0.07142857143,0.01785714286
rear adjustability,0.01617768599,0.005128205128,0.01282051282,0.0207745641
rear adjustment,0.03505165298,0.01111111111,0.0185185,0.02777777778
rear alignment,0.02436865606,0.005369127517,0.02684563758,0.02622722819
rear clearance,0.03065735964,0.01333333333,0.03333333333,0.03333333333
rear end adjustment,0.0276194021,0.00748876685,0.0242885367,0.02911320549
rear inspection,0.03020951718,0.02222222222,0.02777777778,0.0185185
rear leg paralysis,0,0,0,0.010101
rear looking inspection,0.0303030303,0.006060606061,0.0303030303,0.0303030303
rear looking viewing,0.0303030303,0.006060606061,0.0303030303,0.0303030303
rear movement,0.01911908344,0.006060606061,0.0303030303,0.03099172727
rear movement adjustment,0.0303030303,0.006060606061,0.0303030303,0.0303030303
rear relative adjustment,0.0303030303,0.006060606061,0.0303030303,0.0303030303
rear relative movement,0.0303030303,0.006060606061,0.0303030303,0.0303030303
rear shoulder pain,0.0303030303,0.006060606061,0.0303030303,0.0303030303
rear spoiler,0.0303030303,0.006060606061,0.0303030303,0.0303030303
rear support,0.0303030303,0.006060606061,0.0303030303,0.0303030303
rear viewing,0.01911908344,0.006060606061,0.0303030303,0.0303030303
rear visual inspection,0,0,0,0.012987
rear visual viewing,0.03448275862,0.006896551724,0.02873563218,0.03448275862
safes door,0.02570294894,0.006818181818,0.03409090909,0.02873563218
safes password,0,0,0,0.01190478571
side mounting,0,0,0,0.0148148
deceleration,0.03004427398,0.009523809524,0.04761904762,0.02380952381
discrete system,0.03004427398,0.009523809524,0.04761904762,0.02380952381
discrete time signals,0.03004427398,0.009523809524,0.04761904762,0.02380952381
displacement,0.03004427398,0.009523809524,0.04761904762,0.02380952381
disturbance,0.03004427398,0.009523809524,0.04761904762,0.02380952381
force,0.03004427398,0.009523809524,0.04761904762,0.02380952381
gps receiver,0.02985074627,0.005970149254,0.02985074627,0.02985074627
interia,0.02298850575,0.004597701149,0.02298850575,0.02629295402
mobile receiver,0.02975790825,0.01538461539,0.07692307692,0.01538461539
on board accelerometer,0.02975790825,0.01538461539,0.07692307692,0.01538461539
on boarding,0.0298381136,0.008466453674,0.02967082189,0.0280657984
receive acceleration signal,0.02262417631,0.01052631579,0.02631578947,0.03066781579
receive from acceleration sensor,0.03223773394,0.01666666667,0.08333333333,0.01388891667
receiving unit,0,0,0,0.01388891667
sample unit,0,0,0,0.01388891667
sensor,0,0,0,0.01388891667
sms receiver,0.02191187346,0.007865168539,0.02247191011,0.02577135955
speed,0.03260546698,0.009315068493,0.0229223726,0.02945665385
time constants,0.02777777778,0.005555555556,0.02777777778,0.02941176471
velocity,0.02941176471,0.005882352941,0.02941176471,0.02941176471
wireless devices,0.02941176471,0.01176470588,0.05882352941,0.01960782353
accept via surface,0.02941176471,0.005882352941,0.02941176471,0.02941176471
arc spraying torch head,0.02941176471,0.01176470588,0.05882352941,0.01960782353
attach via surface,0.02941176471,0.01176470588,0.05882352941,0.01960782353
capturing via surface,0.02941176471,0.005882352941,0.02941176471,0.02941176471
collect via surface,0.02941176471,0.01176470588,0.05882352941,0.02057211765
collecting unit,0.02932223812,0.01379310345,0.03448275862,0.03448275862
orifice applicator system,0.02874039091,0.008257638315,0.02793834352,0.02837681803
receive message,0,0,0,0.008547
receive updates,0,0,0,0.008547
receive via antenna,0,0,0,0.008547
receive via surface,0.0203525727,0.006451612903,0.03225806452,0.01881719355
received from surface,0.02906976744,0.006976744186,0.03488372093,0.02713177907
sealless modular positive displacement dispenser,0.02566508395,0.006451612903,0.03225806452,0.025
skin surface,0,0,0,0.01
skin surface lipids,0,0,0,0.01
sprayed particles,0.04871128178,0.01632653061,0.0612244898,0.025
surface anatomy,0.02840982695,0.00737704918,0.02959927186,0.02833560929
surface screenshot,0.02871177054,0.01333333333,0.06666666667,0.01666666667
surfaces,0.02871177054,0.01333333333,0.03333333333,0.01666666667
transmit via surface,0.02871177054,0.01333333333,0.06666666667,0.01666666667
antenna,0,0,0,0.01136363636
attach via surface,0,0,0,0.01136363636
collect via flat surface,0.02867862516,0.009090909091,0.04545454546,0.02272727273
communication module,0.03448275862,0.006896551724,0.01149424138,0.03448275862
conveying,0.02763234337,0.01428571429,0.03571428571,0.01532092857
film layer,0.0303030303,0.006060606061,0.0303030303,0.02857142857
output frequency,0.02857142857,0.005714285714,0.02857142857,0.02857142857
process via server,0.02857142857,0.005714285714,0.02857142857,0.02857142857
radio frequency,0.02857142857,0.01142857143,0.02857142857,0.02934362857
receive over interface,0.02857142857,0.005714285714,0.02857142857,0.02857142857
receive signal,0.03348033352,0.01818181818,0.06060606061,0.02272727273
receive through surface,0,0,0,0.010989
received via front face,0,0,0,0.01447255556
receiving surfaces,0,0,0,0.007936555556
send through surface,0,0,0,0.01164022222
sending via surface,0,0,0,0.0104166875
surface area,0.02829954868,0.016,0.02666668,0.04
surface reaction,0.0258983308,0.009615384615,0.03044872115,0.02445054808
surface tension,0.03125,0.009375,0.02083332813,0.03174603175
surface volume,0.02820231994,0.01212121212,0.06060606061,0.01767675758
transmit via surface,0.02816901408,0.005633802817,0.02816901409,0.02816901409
via surface,0.01681968727,0.008695652174,0.04347826087,0.01180126087
transmit via surface,0.02708312229,0.007936507937,0.03108465609,0.02610229101
via surface,0.0197165548,0.00625,0.03125,0.01802884375
motor,0,0,0,0.0090909
rotor,0,0,0,0.01190475
tubing,0.02777777778,0.01111111111,0.05555555556,0.0185185
umbilical,0.02777777778,0.01111111111,0.05555555556,0.0185185
audio receiver,0.02777777778,0.005555555556,0.02777777778,0.02777777778
barell assembly,0,0,0,0.01190475
clamping tool,0,0,0,0.01190475
distributor drive shaft,0.02777777778,0.01111111111,0.05555555556,0.0185185
drive in,0,0,0,0.01190475
drive shaft,0.0303030303,0.006060606061,0.0303030303,0.02777777778
engine,0.02777777778,0.01111111111,0.05555555556,0.0185185
firearm,0,0,0,0.01393725
firearm receiver,0.02773705614,0.008,0.03,0.024
flange,0.02040816327,0.004081632653,0.02040816327,0.02380953061
gps receiver,0,0,0,0.01077445455
hitch,0.02764287718,0.006779661017,0.03389830509,0.02542372881
phone receiver,0.02763234337,0.01428571429,0.07142857143,0.01428571429
receiver gauge,0.02763234337,0.01428571429,0.07142857143,0.01428571429
receiver housing,0.02763234337,0.01428571429,0.07142857143,0.01428571429
rotating equipment,0,0,0,0.01428571429
rotating machine element,0.04761904762,0.009523809524,0.02380952381,0.04761904762
shaft receiver,0.02752293578,0.005504587156,0.02752293578,0.02752293578
shoulder blade,0.02609698874,0.01025641026,0.05128205128,0.01891891892
shoulder mount,0,0,0,0.01190478571
stock assembled,0.02743508974,0.006896551724,0.03448275862,0.02528735632
transmit power,0.02743172842,0.008695652174,0.04347826087,0.02173913044
motor,0.02743172842,0.008695652174,0.04347826087,0.02173913044
brush,0.04347826087,0.008695652174,0.04347826087,0.02173913044
channel receiver shaft,0.02867862516,0.009090909091,0.04545454546,0.02211721739
drive shaft,0.02743172842,0.008695652174,0.04347826087,0.02173913044
master shaft,0.02743172842,0.008695652174,0.04347826087,0.02173913044
motor,0.0274129786,0.0125,0.03125,0.03125
motor shaft,0.0274129786,0.0125,0.03125,0.03125
receiver brush,0,0,0,0.01282053846
receiver motor,0,0,0,0.010101
receiver rotor,0,0,0,0.010101
receiver tank,0,0,0,0.010101
receiving shaft,0,0,0,0.010101
replaceable shaft assembly,0.02727272727,0.007272727273,0.03636363636,0.02491581818
rigid shaft,0,0,0,0.01020407143
rotary receiver shaft,0.02692129927,0.012,0.02476191,0.02625
rotor,0.02946731861,0.007407407407,0.03086419753,0.02716049383
shaft,0.02702702703,0.005405405405,0.02702702703,0.02702702703
shaft collar,0.02702702703,0.005405405405,0.02702702703,0.02792791892
shaft coupling,0.02702702703,0.005405405405,0.02702702703,0.02702702703
shaft receiver,0,0,0,0.0083333
shaft ring,0,0,0,0.0083333
shaft seal,0.02691728488,0.0125,0.0625,0.015625
steering shaft,0.02691728488,0.0125,0.0625,0.01953125
synchro receiver shaft member,0.0251317723,0.006666666667,0.02777777778,0.02777777778
telephone receiver,0.01855675746,0.005882352941,0.02941176471,0.01737967647
chemical reaction,0.02829726824,0.01290322581,0.03225806452,0.0303030303
destruction,0.02657539165,0.008450704225,0.04225352113,0.02219995775
elution,0.02617259089,0.01071428571,0.01413690179,0.02876983929
endometrial ablation,0.02631578947,0.005263157895,0.02631578947,0.02631578947
extract from reaction product,0.02631578947,0.01052631579,0.05263157895,0.01754384211
filtration,0.02631578947,0.005263157895,0.02631578947,0.02631578947
flower extract,0.02630531861,0.006451612903,0.03225806452,0.02419354839
generate from reaction product,0.02924051051,0.01333333333,0.0074074,0.03333333333
leaching,0.02628873973,0.008333333333,0.04166666667,0.02083333333
leaf extract,0.02628873973,0.008333333333,0.04166666667,0.02083333333
obtain from reaction product,0.02628873973,0.008333333333,0.04166666667,0.02083333333
obtained from reaction product,0.02628873973,0.008333333333,0.04166666667,0.02083333333
products,0.02628873973,0.008333333333,0.04166666667,0.02083333333
reaction mixture,0,0,0,0.01041666667
reclaim from reaction product,0.02628873973,0.008333333333,0.04166666667,0.02083333333
recover from reaction,0.02703624555,0.007449856734,0.02333310602,0.02582089971
recover from reaction mixture,0.02871177054,0.01333333333,0.06666666667,0.0138889
recover from reaction products,0.01487895412,0.007692307692,0.03846153846,0.01153846154
recover reaction product,0.02572353045,0.006390328152,0.0204218342,0.02601384642
recycle bin,0.01811771774,0.006593406593,0.02564102198,0.01664685227
recycle from reaction product,0.01752582649,0.005555555556,0.02777777778,0.01697530556
retrieve from reaction product,0.02579018715,0.01333333333,0.06666666667,0.01333333333
surgical procedure,0.02579018715,0.01333333333,0.06666666667,0.01333333333
chemical reaction,0.02579018715,0.01333333333,0.06666666667,0.01333333333
destruction,0.0339777032,0.008333333333,0.03125,0.03324468085
elution,0.02743172842,0.008695652174,0.04347826087,0.02040816327
endometrial ablation,0,0,0,0.010989
extract from reaction product,0.02564102564,0.005128205128,0.02564102564,0.02564102564
filtration,0.02564102564,0.005128205128,0.02564102564,0.02564102564
flower extract,0.01660341457,0.005263157895,0.02631578947,0.02564102564
generate from reaction product,0,0,0,0.010989
leaching,0.0255477997,0.01111111111,0.02777777778,0.02777777778
leaf extract,0.01547411229,0.008,0.02,0.01066668
obtain from reaction product,0.02763234337,0.01428571429,0.07142857143,0.01190478571
obtained from reaction product,0.02571173425,0.008096590909,0.02263349787,0.02534849115
products,0,0,0,0.008264454545
reaction mixture,0,0,0,0.01239672727
reclaim from reaction product,0,0,0,0.013315
recover from reaction,0.02533391518,0.01176470588,0.05882352941,0.01470588235
recover from reaction mixture,0.02533391518,0.01176470588,0.05882352941,0.01470588235
recover from reaction products,0.02533391518,0.01176470588,0.05882352941,0.01883511765
recover reaction product,0.02533391518,0.01176470588,0.05882352941,0.01470588235
recycle bin,0.02533391518,0.01176470588,0.05882352941,0.01470588235
recycle from reaction product,0.02533391518,0.01176470588,0.05882352941,0.01470588235
retrieve from reaction product,0.0253164557,0.005063291139,0.0253164557,0.0253164557
surgical procedure,0.02,0.004,0.02,0.02153846
crest factor reduction,0.02523719014,0.008,0.01333332,0.02
factor reduction,0.06272806745,0.01538461539,0.04615384615,0.02
parameter,0.02392951767,0.005751391466,0.02125850278,0.02537524931
ratio,0.02631578947,0.005263157895,0.02631578947,0.02093301316
reduction,0,0,0,0.00925925
reduction level,0,0,0,0.00925925
value,0.02506329177,0.02,0.05,0.0125
arbitrary factor,0.03846153846,0.007692307692,0.01923076923,0.03885003846
coefficient,0.025,0.01,0.05,0.01666665
data set,0.025,0.01,0.05,0.01666665
decline feature,0.025,0.01,0.05,0.01666665
decline weight,0,0,0,0.0066667
decreasing factor,0.02469135802,0.005555555556,0.02469135803,0.02469135803
function,0.02313575649,0.005542725173,0.02424942263,0.02330607143
image reduction,0.02526825656,0.006498951782,0.0223095739,0.02472321744
magnification,0.02204123454,0.01176470588,0.03921568628,0.01630434783
magnification factor,0.0243902439,0.00487804878,0.0243902439,0.0243902439
metabolic factor,0.0243902439,0.00487804878,0.0243902439,0.0243902439
parameter,0.01219512195,0.00487804878,0.0243902439,0.0243902439
parameters,0.0243902439,0.00487804878,0.0243902439,0.0243902439
predefined criterion,0.025,0.005,0.025,0.0243902439
predefined factor,0.0243902439,0.00487804878,0.0243902439,0.0254065122
predefined function,0.02261904762,0.004761904762,0.02023809524,0.02285194643
predefined probability,0.02434223513,0.005970149254,0.02985074627,0.0223880597
predetermined criterion,0,0,0,0.0089285625
predetermined function,0,0,0,0.0104166875
predetermined probability,0.02459062414,0.007202216066,0.02400738781,0.02493074792
probability,0,0,0,0.009615384615
reduction chemistry,0,0,0,0.009615384615
reduction function,0.02426652898,0.007692307692,0.03846153846,0.01923076923
reduction ratio,0.02426652898,0.007692307692,0.03846153846,0.01923076923
reduction size,0.02417830045,0.0125,0.0625,0.0125
reduction start position,0.02417830045,0.0125,0.0625,0.0125
scaling factor,0.02490634807,0.008133086876,0.02664818299,0.02091125324
scaling ratio,0.022652546,0.005263157895,0.01929824561,0.023637331
sub sampling factor,0.02431304115,0.00637254902,0.02022058824,0.0225409312
third scaling factor,0,0,0,0.008333333333
time,0.01432788175,0.007407407407,0.03703703704,0.01243507407
weighting factor,0.02402122096,0.007142857143,0.03571428571,0.02023809524
zoom factor,0.02392647545,0.01111111111,0.05555555556,0.01388888889
